K,Accuracy
1,0.6
2,0.36666666666666664
3,0.5666666666666667
4,0.5666666666666667
5,0.4666666666666667
6,0.5333333333333333
7,0.5666666666666667
8,0.6
9,0.5666666666666667
10,0.6
11,0.5666666666666667
12,0.6
13,0.5666666666666667
14,0.5666666666666667
15,0.5666666666666667
16,0.6
17,0.6
18,0.5666666666666667
19,0.5666666666666667
20,0.6333333333333333
